id,track_name,popularity,track_id,duration_ms,album_name,release_date,total_tracks,artist_names,artist_ids,genre
761,"Hellbender - Live at St. Augustine Amphitheatre, St. Augustine, FL 4/22/23",37,3OXDsIZOAlStrRDpBGpoay,216902,Live Vol. 1,2024-07-12,10,['Billy Strings'],['1ZN1c1qWEGZNX1pGeKCPpf'],bluegrass
762,"Highway Hypnosis - Live at Pine Knob Music Theatre, Clarkston, MI 6/16/23",36,4YSkM7QzEo1OLGwJWCDETc,951048,Live Vol. 1,2024-07-12,10,['Billy Strings'],['1ZN1c1qWEGZNX1pGeKCPpf'],bluegrass
763,"Turmoil & Tinfoil - Live at UNO Lakefront Arena, New Orleans, LA 12/31/23",36,6mhQu518f79EcxpdyUjhMZ,1272052,Live Vol. 1,2024-07-12,10,['Billy Strings'],['1ZN1c1qWEGZNX1pGeKCPpf'],bluegrass
764,Good Corn Liquor,50,35tzV4obq7W6oOWjpDmbAG,219520,Reckless,2010-01-01,12,['The Steeldrivers'],['3bLSAQPeix7Xm2e5Gtn48R'],bluegrass
765,"Dos Banjos - Live at La Cigale, Paris, FR 11/14/23",35,0ZJknkRCAzEHw1t7GJEs0S,204263,Live Vol. 1,2024-07-12,10,['Billy Strings'],['1ZN1c1qWEGZNX1pGeKCPpf'],bluegrass
766,Down To The River To Pray,52,79x6uDDP9EAT5c35zOZhXv,175973,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",2000-12-05,19,['Alison Krauss'],['5J6L7N6B4nI1M5cwa29mQG'],bluegrass
767,Silver and Gold,49,2PDA8VvyRulsYtKVnUToI1,167740,Blue Sky and the Devil,2005-04-20,13,['Trampled by Turtles'],['3GjVVVcFmUgEJEAAsbGkf4'],bluegrass
768,Red Daisy,48,3jvF2n2YG3t9UVR6yofeDv,160946,Renewal,2021-09-24,16,['Billy Strings'],['1ZN1c1qWEGZNX1pGeKCPpf'],bluegrass
769,Watch It Fall,48,348k0fvTj8lMXdkUR7mJZ4,276973,Home,2019-09-27,14,['Billy Strings'],['1ZN1c1qWEGZNX1pGeKCPpf'],bluegrass
770,Postcards From Hell,49,72i7dwVrHdfDnr3qmINh5U,284862,Loaded,2008-01-01,12,['The Wood Brothers'],['6FxuPrpa8phaP3Xn73emhT'],bluegrass
771,East Kentucky Home,49,40Kupbmy5E4zxFXLHPeUEy,159240,The SteelDrivers,2008-01-15,11,['The Steeldrivers'],['3bLSAQPeix7Xm2e5Gtn48R'],bluegrass
772,Where Is My Mind?,49,2dJrn376fJPUCj1f4txnRQ,210628,Where Is My Mind?,2011-10-07,1,['Trampled by Turtles'],['3GjVVVcFmUgEJEAAsbGkf4'],bluegrass
773,Down Home Girl,48,5hXrzcOyANf6KuNUPnv269,226893,Big Iron World,2006-08-29,12,['Old Crow Medicine Show'],['4DBi4EYXgiqbkxvWUXUzMi'],bluegrass
774,Meet Me at the Creek,48,3OQMICEnoXIsMD4jYtOC7F,573884,Turmoil & Tinfoil,2017-09-22,12,['Billy Strings'],['1ZN1c1qWEGZNX1pGeKCPpf'],bluegrass
775,Victory,48,6duaBXVPTb1f8D0xnqUwWk,237000,Palomino,2010-04-13,12,['Trampled by Turtles'],['3GjVVVcFmUgEJEAAsbGkf4'],bluegrass
776,The Middle,47,2aku9CbppMvVCbuDe4scTB,268413,Life Is Good on the Open Road,2018-05-04,12,['Trampled by Turtles'],['3GjVVVcFmUgEJEAAsbGkf4'],bluegrass
777,While I'm Waiting Here,47,2AHa3IJtKoe0pvO5ZX1WU8,276004,Turmoil & Tinfoil,2017-09-22,12,['Billy Strings'],['1ZN1c1qWEGZNX1pGeKCPpf'],bluegrass
778,Jump Mountain Blues,49,7DmEBs6Eher8XC43IRTfcd,185173,Such Jubilee,2015-05-05,10,['Watchhouse'],['675tsBPpaZtqyiBwEf3ZEP'],bluegrass
779,Take 'Em Away,48,0DtFrdgJKviX326gJMWbIm,214226,O.C.M.S.,2004-01-17,11,['Old Crow Medicine Show'],['4DBi4EYXgiqbkxvWUXUzMi'],bluegrass
780,Harvest Moon,49,0y8e8muEHphzSaE7kDiYvn,282000,Harvest Moon,2022-10-28,1,"['The Brothers Comatose', 'AJ Lee & Blue Summit']","['7oKVYDiVZxglvgEW2zHcAD', '1VwMKPdHxC7tI21tynmXEr']",bluegrass
781,Turtle Dove & the Crow,47,6wHMsWJTXB9bxnUEiMXgf8,202946,This Side of Jordan,2013-08-20,11,['Watchhouse'],['675tsBPpaZtqyiBwEf3ZEP'],bluegrass
782,Louise,49,6iAu1ZHWQT8VmSQWZM40m7,264173,Dark Holler Pop,2013-10-26,11,['Mipso'],['5Bcrb5qQMVTEbJ43fdIS4A'],bluegrass
783,Wildflowers,46,46Nz7uguhTyUWOXhRBbzxa,222704,Fifteen,2017-10-27,9,"[""The Wailin' Jennys""]",['331QVEZKK1yz5KhYiR2pBj'],bluegrass
784,Rocky Top,46,5QSiHPOYNCmpbwwMQyOGA6,160026,Bluegrass Then & Now,2008-05-20,40,['The Osborne Brothers'],['6gM87haEMrst4Eqdobf98c'],bluegrass
785,Baby Mine,48,7GJ8aXAGdfjo2OAh6XreB6,217360,A Hundred Miles Or More: A Collection,2007-01-01,16,['Alison Krauss'],['5J6L7N6B4nI1M5cwa29mQG'],bluegrass
786,Alone,47,5H06kjjKa1Oz8BZcGeplel,268280,Stars and Satellites,2012-04-10,11,['Trampled by Turtles'],['3GjVVVcFmUgEJEAAsbGkf4'],bluegrass
787,I Got Loaded,47,0MJ5Qltavj6AWdxjheHlSI,243440,The Muse,2013,11,['The Wood Brothers'],['6FxuPrpa8phaP3Xn73emhT'],bluegrass
788,Dealing Despair,46,4an1iPICEvMre7wI3yMyTn,178661,Turmoil & Tinfoil,2017-09-22,12,['Billy Strings'],['1ZN1c1qWEGZNX1pGeKCPpf'],bluegrass
789,Past My Prime,46,7ejAeKSETTe2vQCiS4Ad9e,213951,"Shouted, Written Down & Quoted",2016-09-23,11,['Greensky Bluegrass'],['33bzrYoIWLx5uox3y0VtHn'],bluegrass
790,Midwest Gospel Radio,46,6zLxJBNUnM5goofI3HFgpX,152573,Yonder Mountain String Band,2006-01-01,12,['Yonder Mountain String Band'],['1ReHC2jB2DGoPbMYhzuFuO'],bluegrass
791,The Muse,47,2eEj2cIxdU4wm47z7UBMIC,201000,The Muse,2013,11,['The Wood Brothers'],['6FxuPrpa8phaP3Xn73emhT'],bluegrass
792,Take This Heart of Gold,48,3HPmjLKBBxGiLtrvhN33Yf,225280,Blindfaller,2016-09-30,10,['Watchhouse'],['675tsBPpaZtqyiBwEf3ZEP'],bluegrass
793,I Hear Them All,47,0SaruGCDTZqG3VKbCMRXS3,183346,Big Iron World,2006-08-29,12,['Old Crow Medicine Show'],['4DBi4EYXgiqbkxvWUXUzMi'],bluegrass
794,January Wedding,46,4agZCOTdZDD4r33mPPDy8b,228000,I And Love And You,2009-01-01,13,['The Avett Brothers'],['196lKsA13K3keVXMDFK66q'],bluegrass
795,Train Song,47,79h4OJFMZKpndzg02bFYTx,122746,Haste Make / Hard Hearted Stranger,2011-11-08,18,['Watchhouse'],['675tsBPpaZtqyiBwEf3ZEP'],bluegrass
796,Look At Miss Ohio,46,5vPRCX0Bj8O374jTCAQRLS,256026,Soul Journey,2003-06-03,10,['Gillian Welch'],['2H5elA2mJKrHmqkN9GSfkz'],bluegrass
797,February Seven,45,6B6C1OC9RUvrvBECPWtAZo,255013,The Carpenter,2012-01-01,12,['The Avett Brothers'],['196lKsA13K3keVXMDFK66q'],bluegrass
798,Alabama HighTest,46,0bkCgETw93o0CVMU8xFHpL,145146,Tennessee Pusher,2008-09-23,13,['Old Crow Medicine Show'],['4DBi4EYXgiqbkxvWUXUzMi'],bluegrass
799,Hear The Willow Cry,46,14BMlhPqIStgI62LoCgFGG,179933,The SteelDrivers,2008-01-15,11,['The Steeldrivers'],['3bLSAQPeix7Xm2e5Gtn48R'],bluegrass
800,Long Journey Home,46,72c8xtBefXffG64Dymjti5,177453,Me / And / Dad,2022-11-18,14,['Billy Strings'],['1ZN1c1qWEGZNX1pGeKCPpf'],bluegrass
801,Cigarette Daydreams,80,2tznHmp70DxMyr2XhWLOW0,208760,Melophobia,2013-10-08,10,['Cage The Elephant'],['26T3LtbuGT1Fu9m0eRq5X3'],blues
802,Seven Nation Army,85,3dPQuX8Gs42Y7b454ybpMR,232106,Elephant,2003-04-01,14,['The White Stripes'],['4F84IBURUo98rz4r61KF70'],blues
803,Ain't No Rest for the Wicked,77,3Pzh926pXggbMe2ZpXyMV7,175493,Cage The Elephant (Expanded Edition),2009-03-24,12,['Cage The Elephant'],['26T3LtbuGT1Fu9m0eRq5X3'],blues
804,Lonely Boy,78,5G1sTBGbZT5o4PNRc75RKI,193653,El Camino,2011-12-06,11,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],blues
805,Come a Little Closer,71,4sebUbjqbcgDSwG6PbSGI0,229346,Melophobia,2013-10-08,10,['Cage The Elephant'],['26T3LtbuGT1Fu9m0eRq5X3'],blues
806,Howlin' for You,70,0grFc6klR3hxoHLcgCYsF4,191800,Brothers,2010-05-18,15,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],blues
807,Gold on the Ceiling,74,5lN1EH25gdiqT1SFALMAq1,224333,El Camino,2011-12-06,11,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],blues
808,Trouble,70,5n0CTysih20NYdT2S0Wpe8,225973,Tell Me I'm Pretty,2015-12-18,10,['Cage The Elephant'],['26T3LtbuGT1Fu9m0eRq5X3'],blues
809,Tighten Up,67,2MVwrvjmcdt4MsYYLCYMt8,211080,Brothers,2010-05-18,15,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],blues
810,Highway Tune,71,7aOor99o8NNLZYElOXlBG1,180640,From The Fires,2017-11-10,8,['Greta Van Fleet'],['4NpFxQe2UvRCAjto3JqlSl'],blues
811,Fell In Love With a Girl,70,21Qsj3cMVCx2xF2EVVNbEu,110093,White Blood Cells,2001-07-03,16,['The White Stripes'],['4F84IBURUo98rz4r61KF70'],blues
812,Drunk (And I Don't Wanna Go Home),66,0QULNNd9z5s35entfiiXoa,245625,Drunk (And I Don't Wanna Go Home),2021-02-26,1,"['Elle King', 'Miranda Lambert']","['3bhu7P5PfngueRHiB9hjcx', '66lH4jAE7pqPlOlzUKbwA0']",blues
813,Beyond,70,1Omt5bfz1tZUCqd26HxbS0,240600,Good Thing,2018-05-04,10,['Leon Bridges'],['3qnGvpP8Yth1AqSBMqON5x'],blues
814,River,70,3hhbDnFUb2bicI2df6VurK,240200,Coming Home (Deluxe),2015-06-23,15,['Leon Bridges'],['3qnGvpP8Yth1AqSBMqON5x'],blues
815,Ramblin' Man,65,7y4CK8bbzxpyKu73WOvgHJ,288160,Brothers And Sisters (Super Deluxe),2013-06-25,33,['Allman Brothers Band'],['4wQ3PyMz3WwJGI5uEqHUVR'],blues
816,Play with Fire (feat. Yacht Money),73,7vguMCv8uVuZLiQJ156u3Z,180690,Play with Fire (feat. Yacht Money),2017-07-07,1,"['Sam Tinnesz', 'Yacht Money']","['70TsVY28EcEUYSGG5Yw7mp', '3p2tOUHPzDOVOW1hzSrgw8']",blues
817,Coming Home,68,65GbQI9VDTs7vo6MJL2iJA,206386,Coming Home (Deluxe),2015-06-23,15,['Leon Bridges'],['3qnGvpP8Yth1AqSBMqON5x'],blues
818,Ex's & Oh's,70,70eDxAyAraNTiD6lx2ZEnH,202173,Love Stuff,2015-02-13,12,['Elle King'],['3bhu7P5PfngueRHiB9hjcx'],blues
819,Rainbow,66,6buQeGlk47QiPVoPObaZ7x,195760,Neon Pill,2024-05-17,12,['Cage The Elephant'],['26T3LtbuGT1Fu9m0eRq5X3'],blues
820,Cold Cold Cold,67,1Q3t9fWvHUXKsMmpD2XpUu,214386,Tell Me I'm Pretty,2015-12-18,10,['Cage The Elephant'],['26T3LtbuGT1Fu9m0eRq5X3'],blues
821,We're Going to Be Friends,65,13lZDbwonGhOflQLQIfdtZ,140178,White Blood Cells,2001-07-03,16,['The White Stripes'],['4F84IBURUo98rz4r61KF70'],blues
822,Legends Are Made,68,0yqrhHrcWLMjBylHReDN5u,169758,Babel,2017-08-25,7,['Sam Tinnesz'],['70TsVY28EcEUYSGG5Yw7mp'],blues
823,I See Red,73,5MAK1nd8R6PWnle1Q1WJvh,230613,I See Red,2018-10-31,1,['Everybody Loves an Outlaw'],['5RCWMaArEntbkeWYVxCiFW'],blues
824,Come with Me Now,66,2kWowW0k4oFymhkr7LmvzO,211960,Lunatic,2014-01-27,12,['KONGOS'],['58R5LHkK3vkmEyGUPOR5kS'],blues
825,Joker And The Thief,63,7ISL3LO8AWP3fKIXunvqTa,280466,Wolfmother,2006-01-01,13,['Wolfmother'],['3yEnArbNHyTCwMRvD9SBy4'],blues
826,S.O.B.,64,1VPUpUwtbpoRVXt0txVU0w,247613,Nathaniel Rateliff & The Night Sweats,2015-08-21,11,['Nathaniel Rateliff & The Night Sweats'],['02seUFsFQP7TH4hLrTj77o'],blues
827,Light My Love,65,4iya38ctQ1httyA6NOG9oW,270887,The Battle at Garden’s Gate,2021-04-16,12,['Greta Van Fleet'],['4NpFxQe2UvRCAjto3JqlSl'],blues
828,Little Black Submarines,67,1PXsUXSM3LF2XNSkmIldPb,251266,El Camino,2011-12-06,11,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],blues
829,Hit the Road Jack,73,5dUMh0ugelpKfoFp3qChuK,119880,True Genius,2021-09-10,90,['Ray Charles'],['1eYhYunlNJlDoQhtYBvPsi'],blues
830,Safari Song,65,1BfR5GMOgW0peHkPxrwf11,234600,From The Fires,2017-11-10,8,['Greta Van Fleet'],['4NpFxQe2UvRCAjto3JqlSl'],blues
831,Wild Child,66,02bJ6uGeHKfNOhIc9qyA8e,164866,Dropout Boogie,2022-05-13,10,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],blues
832,Fever,65,3Hx7RXqCS7Kzjy2ot2q1Gk,246306,Turn Blue,2014-05-09,11,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],blues
833,Telescope,61,0tkBOcK7oRVXQJY97zzSvr,228293,Melophobia,2013-10-08,10,['Cage The Elephant'],['26T3LtbuGT1Fu9m0eRq5X3'],blues
834,Drunk (And I Don't Wanna Go Home),61,0Lpehb4R7VcfpxRpol1s91,244493,Come Get Your Wife,2023-01-27,13,"['Elle King', 'Miranda Lambert']","['3bhu7P5PfngueRHiB9hjcx', '66lH4jAE7pqPlOlzUKbwA0']",blues
835,Icky Thump,63,2LMq1O0NiqGhPOlXo3McYQ,254533,Icky Thump,2007-06-15,13,['The White Stripes'],['4F84IBURUo98rz4r61KF70'],blues
836,Lo/Hi,65,25YlltWXRb9k7KbrEBRuhJ,177768,"""Let's Rock""",2019-06-28,12,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],blues
837,Black Smoke Rising,64,32BEasyNQgqXQJKoVa0fUw,259893,From The Fires,2017-11-10,8,['Greta Van Fleet'],['4NpFxQe2UvRCAjto3JqlSl'],blues
838,How You Like Me Now,61,7D180Q77XAEP7atBLmMTgK,217493,The House That Dirt Built,2009-10-05,10,['The Heavy'],['0bZCak2tcRMY1dzEIuwF42'],blues
839,"Steady, As She Goes",65,4xlEKYv7HmC8zXoJIbpZKM,215266,Broken Boy Soldiers,2006-05-15,10,['The Raconteurs'],['4wo1267SJuUfHgasdlfNfc'],blues
840,A Little Honey,60,1q5wF1wZQD41ura41yVqXb,190533,Tearing At The Seams,2018-03-09,12,['Nathaniel Rateliff & The Night Sweats'],['02seUFsFQP7TH4hLrTj77o'],blues
841,Middle Finger,65,5io1ngnNKAqFziQjdtzKGi,229986,Middle Finger,2015-12-14,1,['Bohnes'],['4aN7T7NNFFMRJgVbRPne8q'],blues
842,Short Change Hero,60,7JOizhmt3HlBgQyJEa0AgK,322266,The House That Dirt Built,2009-10-05,10,['The Heavy'],['0bZCak2tcRMY1dzEIuwF42'],blues
843,Raging on a Sunday,63,0FlDXblb4uSXEWg5XWnBTy,208880,206: Act II,2018-11-23,8,['Bohnes'],['4aN7T7NNFFMRJgVbRPne8q'],blues
844,Hard to Handle,65,7FXuCkl1kfxwS5icDjTwbM,141000,Dock of the Bay Sessions,2018-05-18,12,['Otis Redding'],['60df5JBRRPcnSpsIMxxwQm'],blues
845,Blue Orchid,64,4jU7NPkz4HVnM4hweqNhI1,157560,Get Behind Me Satan,2005-06-07,13,['The White Stripes'],['4F84IBURUo98rz4r61KF70'],blues
846,Everlasting Light,58,6dU5RxthbuaN31bRbEDlNw,203773,Brothers,2010-05-18,15,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],blues
847,You Worry Me,60,7ADBL3WZ9Oyj7zgkg7ODT8,214160,Tearing At The Seams,2018-03-09,12,['Nathaniel Rateliff & The Night Sweats'],['02seUFsFQP7TH4hLrTj77o'],blues
848,Always Alright,58,6ckUX8cgcqjoNGTd2A2Pvd,249169,Always Alright,2013-12-12,1,['Alabama Shakes'],['16GcWuvvybAoaHr0NqT8Eh'],blues
849,Shake Me Down,58,1Hb1IJ9bBCa6wo3fRtexnJ,211373,Thank You Happy Birthday,2011-01-10,14,['Cage The Elephant'],['26T3LtbuGT1Fu9m0eRq5X3'],blues
850,Heat Above,62,0zlaa4AmbFE7MVDijsyD9Q,341255,The Battle at Garden’s Gate,2021-04-16,12,['Greta Van Fleet'],['4NpFxQe2UvRCAjto3JqlSl'],blues
851,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,63,41IShViF79gmulEkIHAjcb,254466,Shaman,2002-09-30,16,"['Santana', 'Michelle Branch']","['6GI52t8N5F02MxU0g5U69P', '5rScKX1Sh1U67meeUyTGwk']",blues
852,Spiderhead,58,5r5Lj2MkgwQJz6TaBdL865,222813,Melophobia,2013-10-08,10,['Cage The Elephant'],['26T3LtbuGT1Fu9m0eRq5X3'],blues
853,Chrome Cowgirl (From Twisters: The Album),55,1uP3EFUgPrvaIRfA9yepA6,148791,Chrome Cowgirl (From Twisters: The Album),2024-07-19,1,['Leon Bridges'],['3qnGvpP8Yth1AqSBMqON5x'],blues
854,Never in My Wildest Dreams,62,3MJov5mT64K42o1Rffhblq,176026,Waiting on a Song,2017-06-02,10,['Dan Auerbach'],['6YWdHD3R863Apw1hkx3BwC'],blues
855,Better Man,60,7tOYSMYowhxJ0uK3WMoL5n,140133,Coming Home (Deluxe),2015-06-23,15,['Leon Bridges'],['3qnGvpP8Yth1AqSBMqON5x'],blues
856,Something's Got A Hold On Me,65,6EAlFsajDK1PVgfhdJbS5Y,169746,Heart & Soul: A Retrospective,2011-10-18,71,['Etta James'],['0iOVhN3tnSvgDbcg25JoJb'],blues
857,Beyond (feat. Luke Combs) - Live,60,05zt3H2jdG0MA1V6Q2t2Et,246946,Beyond (feat. Luke Combs) [Live],2018-09-21,1,"['Leon Bridges', 'Luke Combs']","['3qnGvpP8Yth1AqSBMqON5x', '718COspgdWOnwOFpJHRZHS']",blues
