album_id,album_name,release_date,total_tracks
293,a way out,2023-05-26,1
294,as the light fades,2023-05-28,1
295,Heiress,2017-11-10,11
296,"Cannot Be, Whatsoever",2020-11-06,10
297,Neon Moon,2018-12-17,1
298,Atlas: I,2014-07-08,30
299,Fine line (Instrumental),2022-10-14,1
300,Heaven Is Where You Are,2018-04-06,1
301,Motion Picture Soundtrack,2023-12-12,1
302,The Blue Notebooks (15 Years),2018-05-11,18
303,The Theory of Everything (Original Motion Picture Soundtrack),2014-11-04,27
304,Haven (from Life Is Strange),2021-03-18,1
305,City Lights,2020-09-06,1
306,Atlas: II,2019-11-01,25
307,Una Mattina,2004-01-01,13
308,Through The Blue (Piano Version),2023-03-29,1
309,"Woodgate, NY",2014-03-31,4
310,Longing,2024-05-17,1
311,Invisible Forces,2022-04-22,11
312,Transitions,2019-11-22,8
313,ROMANCE : UNTOLD,2024-07-12,9
314,DARK MOON SPECIAL ALBUM <MEMORABILIA>,2024-05-13,6
315,Kaikai Kitan / Ao No Waltz,2020-12-23,7
316,BORDER : CARNIVAL,2021-04-26,6
317,ラビットホール,2023-05-20,2
318,LEO-NiNE,2020-10-14,13
319,She Bad,2022-01-22,1
320,DIMENSION : ANSWER,2022-01-10,11
321,EMPTY DREAMS,2021-12-01,1
322,XO (Only If You Say Yes) (Remixes),2024-07-16,6
323,BORDER : DAY ONE,2020-11-30,6
324,FREEDOM PIANO STORIES 4,2005-01-26,9
325,TIME,2015-01-21,12
326,Howl's Moving Castle Soundtrack,2004-11-19,26
327,In the Wind,2015-02-20,9
328,FIXION,2016-01-05,10
329,CRIMINAL LOVE,2023-07-31,1
330,LANDSPACE,2013-10-30,12
331,MANIFESTO : DAY 1,2022-07-04,6
332,絆ノ奇跡,2023-04-10,1
333,残響散歌,2021-12-06,1
334,SIU,2019-11-25,11
335,BOOTLEG,2017-11-01,14
336,Let’s Ride,2022-06-11,1
337,Chou Ikimonobakari Tennen Kinen Members Best Selection,,60
338,ORANGE BLOOD,2023-11-17,7
339,Spirited Away Soundtrack,2001-07-18,21
340,LEveL,2024-01-24,5
341,DEVILMAN crybaby (Original Soundtrack),2018-01-10,48
342,インフェルノ,2019-07-18,1
343,Night Drive,2022-02-25,1
344,Bunka,2017-12-20,10
345,Attitude,2019-10-01,17
346,Shingeki no Kiseki,2017-05-17,11
347,DIMENSION : DILEMMA,2021-10-12,8
348,BEST HIT AKG,2012-01-18,17
349,Coin locker Baby,2016-03-02,15
350,wizard,2018-11-21,12
351,I NEED U - Spotify Singles,2024-02-16,1
352,aishiteitanoni,2023-08-02,1
353,LA ESPADA,2020-02-08,1
354,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,2016-07-13,35
355,Death Lotto,2022-07-11,2
356,NEON GENESIS EVANGELION (Original Series Soundtrack),2019-06-21,22
357,You Got Jokes,2022-03-12,1
358,Mixed Nuts,2022-04-15,1
359,檸檬,2016-11-09,13
360,FightSong,2022-12-28,1
361,Black Catcher,2020-01-08,1
362,Q.E.D,2020-11-18,11
363,LEveL,2024-01-07,1
364,COLORS,2003-01-29,4
365,to god knows where,2023-03-02,3
366,Persona 3 Reload,2024-02-15,4
367,Bokurano,2023-01-08,1
368,FLOW THE BEST 〜Single Collection〜,,14
369,Number One - Bankai,2022-12-14,1
370,MICROCOSM,2010-06-16,15
371,PURE,2019-12-11,12
372,JoJo Pose,2020-01-11,1
373,What Makes You Beautiful [THE SEASONS: Red Carpet with Lee Hyo Ri],2024-02-23,2
374,"TV Anime ""Attack on Titan"" Original Soundtrack",,16
375,Binomi,2024-03-24,1
376,I'm Toxic,2021-11-13,1
377,Ghost Of Me,2023-05-11,2
378,To the Hellfire,2021-06-11,1
379,How To Survive A Funeral,2020-06-19,10
380,Pain Remains,2022-10-14,10
381,...And I Return To Nothingness - EP,2021-08-13,3
382,Doomswitch,2022-10-14,1
383,Epitaph,2024-04-08,3
384,Dystopia,2008-04-19,8
385,Dehumanizing Loneliness,2023-10-13,11
386,Hollowed Heart,2019-06-07,1
387,Dissentient,2015-02-25,10
388,Angelmaker,2019-05-31,14
389,Nymphetamine Special Edition,2004-09-20,20
390,Puritanical Euphoric Misanthropia,2001-03-12,12
391,Contraband,2021-06-25,1
392,Immortal,2020-01-31,10
393,Neverbloom (Remaster),2012-05-25,10
394,King,2016-02-05,22
395,Through the Branches to Eternity,2018-12-06,2
396,Sanctum,2022-03-11,14
397,Pale Swordsman,2021-04-10,10
398,Human = Garbage,2014-10-14,12
399,Sunbather,2013-05-28,7
400,Evangelion,2009-08-07,9
401,Bone Kingdom,2012-02-14,5
402,Suffer Forever,2023-11-10,1
403,Les Chants de l'Aurore,2024-06-21,7
404,The Satanist,2014-02-04,9
405,Nightmares Made Flesh,2005-07-13,14
406,Reinkaos,2006-04-30,11
407,GRAVESIDE CONFESSIONS,2021-09-03,15
408,Spiritual Instinct,2019-10-25,6
409,Agent Orange,2010-02-26,15
410,Demigod,2004-10-11,10
411,Old Souls & Lord Of Woe,2016-08-19,17
412,Dead Wrong,2024-06-27,1
413,Pain Remains I: Dancing Like Flames,2022-09-14,1
414,Dead In My Arms,2007-09-04,11
415,In the Minds of Evil,2013-11-26,11
416,Lovecraft & Witch Hearts,2002-09-26,24
417,Sun//Eater,2022-05-13,1
418,Abrahadabra,2010-09-24,12
419,Only Self,2018-08-24,10
420,Midian,2000-06-01,11
421,Death Cult Armageddon,2003-09-28,11
422,Pulver,,12
423,Worlds Apart,2017-07-28,10
424,Coagulating Darkness,2017-01-01,8
425,Erotik,2009-01-19,12
426,...So Unknown,2023-04-14,10
427,"Now, Diabolical",2006-01-01,8
428,Bloodclock,2024-06-14,2
429,Goodbye Love... Hello Heartache...,2011-08-25,7
430,Born Hanged / Falsifier (Redux),2014-09-02,14
431,Epilogue,2021-04-16,19
432,Hated By Life Itself,2022-11-27,6
433,Bury Me in Blasphemy,2018-12-07,4
434,Regress,2010-02-05,8
435,Jesus Piece - EP,2015-09-15,5
436,Black Millenium (Grimly Reborn),2014-06-13,10
437,Eonian,2018-05-04,10
438,M-16 (20th Anniversary Edition),2001-10-22,13
439,Such Jubilee,2015-05-05,10
440,The SteelDrivers,2008-01-15,11
441,O.C.M.S.,2004-01-17,11
442,Reckless,2010-01-01,12
443,Billy Strings - EP,2016-06-10,6
444,Bad For You,2020-02-07,11
445,Blindfaller,2016-09-30,10
446,Songs from a Ghost Town,2004-10-05,9
447,I And Love And You,2009-01-01,13
448,Blue Sky and the Devil,2005-04-20,13
449,Renewal,2021-09-24,16
450,This Side of Jordan,2013-08-20,11
451,New Freedom Blues,2018-10-18,11
452,Heroes & Heretics,2008-10-16,13
453,Traveler,2012-06-26,11
454,California Sober (feat. Willie Nelson),2023-04-28,1
455,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",2000-12-05,19
456,Home,2019-09-27,14
457,Edges Run,2018-04-06,12
458,Ways Not To Lose,2006-01-01,12
459,True Sadness,2016-06-24,12
460,The Second Gleam,2008-07-22,8
461,A Hundred Miles Or More: A Collection,2007-01-01,16
462,Loretta,2020-04-17,1
463,Love Song From A Dog (feat. Gregory Alan Isakov),2024-06-04,1
464,Billy Strings Live Vol. 1,2024-07-12,10
465,Turmoil & Tinfoil,2017-09-22,12
466,Wildflowers,2018-07-13,1
467,All Access: Volume One,2010-02-09,26
468,The Carpenter,2012-01-01,12
469,Big Iron World,2006-08-29,12
470,Loaded,2008-01-01,12
471,Where Is My Mind?,2011-10-07,1
472,Palomino,2010-04-13,12
473,Life Is Good on the Open Road,2018-05-04,12
474,Harvest Moon,2022-10-28,1
475,Dark Holler Pop,2013-10-26,11
476,Fifteen,2017-10-27,9
477,Bluegrass Then & Now,2008-05-20,40
478,The Muse,,11
479,Stars and Satellites,2012-04-10,11
480,Yonder Mountain String Band,2006-01-01,12
481,"Shouted, Written Down & Quoted",2016-09-23,11
482,Tennessee Pusher,2008-09-23,13
483,Haste Make / Hard Hearted Stranger,2011-11-08,18
484,Me / And / Dad,2022-11-18,14
485,Soul Journey,2003-06-03,10
486,Tell Me I'm Pretty,2015-12-18,10
487,From The Fires,2017-11-10,8
488,White Blood Cells,2001-07-03,16
489,Drunk (And I Don't Wanna Go Home),2021-02-26,1
490,Good Thing,2018-05-04,10
491,Coming Home (Deluxe),2015-06-23,15
492,Brothers And Sisters (Super Deluxe),2013-06-25,33
493,Play with Fire (feat. Yacht Money),2017-07-07,1
494,Love Stuff,2015-02-13,12
495,Neon Pill,2024-05-17,12
496,Babel,2017-08-25,7
497,I See Red,2018-10-31,1
498,Boys & Girls (Deluxe Edition),2022-12-09,23
499,Lunatic,2014-01-27,12
500,Nathaniel Rateliff & The Night Sweats,2015-08-21,11
501,Wolfmother,2006-01-01,13
502,The Battle at Garden’s Gate,2021-04-16,12
503,True Genius,2021-09-10,90
504,Dropout Boogie,2022-05-13,10
505,Turn Blue,2014-05-09,11
506,Come Get Your Wife,2023-01-27,13
507,Icky Thump,2007-06-15,13
508,"""Let's Rock""",2019-06-28,12
509,The House That Dirt Built,2009-10-05,10
510,Broken Boy Soldiers,2006-05-15,10
511,Tearing At The Seams,2018-03-09,12
512,Middle Finger,2015-12-14,1
513,Dock of the Bay Sessions,2018-05-18,12
514,206: Act II,2018-11-23,8
515,Get Behind Me Satan,2005-06-07,13
516,Thank You Happy Birthday,2011-01-10,14
517,Always Alright,2013-12-12,1
518,Shaman,2002-09-30,16
519,Waiting on a Song,2017-06-02,10
520,Beyond (feat. Luke Combs) [Live],2018-09-21,1
521,Heart & Soul: A Retrospective,2011-10-18,71
522,Heaven on Hold,2017-10-20,7
523,Social Cues,2019-04-19,13
524,Chrome Cowgirl (From Twisters: The Album),2024-07-19,1
525,Royal Blood,2014-08-18,10
526,Anthem Of The Peaceful Army,2018-10-19,11
527,Orange Blossoms,2008-08-26,12
528,El Dorado,2020-01-17,12
529,Soul,2021-06-04,4
530,"Love, Ella",2007-05-03,14
531,Come Together,2017-09-08,1
532,The Big Come Up,2002-05-14,13
533,You've Created a Monster,2021-10-29,1
534,Light It Up,2008-01-01,10
535,Magic Potion,2006-09-12,11
536,Seven Nation Army (The Glitch Mob Remix),2021-04-23,1
537,Machines,2017-10-20,9
538,Sound & Color (Deluxe Edition),,19
539,Revelator,2011-06-03,12
540,The Mystic,2016-11-04,1
541,Modern Alchemy,2018-06-08,13
542,Goodbye Carolina,2019-04-11,1
543,Little Girl Blue (2013 - Remaster),2013-08-27,10
544,Sound & Color,2015-04-21,12
545,Dig! Rock Classics,2021-03-12,43
546,Move Your Body,2021-10-29,1
547,Weak,2024-01-19,2
548,You Give Me A Feeling,2021-11-12,1
549,Doses & Mimosas (Vintage Culture & Zerky Remix) [Radio Edit],2021-03-12,1
550,O Seguinte é Esse,2005-01-01,14
551,Oswald: Works for Piano,2015-10-02,24
552,Rio: Music From The Motion Picture,2011-01-01,13
553,Left & Right,2022-10-14,1
554,Bongoloco,2023-01-20,4
555,Move Your Body (RAIZHELL Remix),2022-08-05,1
556,Promised Land,2024-05-24,16
557,Weak (Andrea Oliva Remix),2024-07-10,2
558,Corpo e Canção (Club Mix),2024-03-15,1
559,Sicko Drop,2021-03-12,2
560,Be Someone (feat. Ray X Ben),2022-02-18,1
561,Infinity (Dubdogz & Bhaskar Edit),2020-01-31,1
562,Just Like Home (Kevin de Vries Remix),2024-07-24,2
563,Nightjar (feat. SHELLS),2022-01-28,2
564,This Feeling,2022-04-22,1
565,Welcome To COPACABANA - The Brazilian Melting Pop,2014-01-01,14
566,Everybody Wants To Party,2021-02-26,1
567,I Will Find,2018-09-28,1
568,Inédito,2007-06-20,24
569,Bossa Nova For Beginners,2019-01-18,26
570,Composer Of Black Orpheus Plays And Sings Bossa Nova,2008-01-01,13
571,Azymuth (Deluxe Edition),,21
572,Solo in Rio 1959,2005-02-22,31
573,"Demos (1973-1975), Vol. 1 & 2",2019-05-31,16
574,Another You,2024-07-03,1
575,Move Your Body (Tiësto Edit),2022-04-08,3
576,Intro (Rework) [Remix],2019-12-13,1
577,Bênçãos Que Não Têm Fim (Counting My Blessings),2023-11-09,1
578,Find A Way,2024-05-10,4
579,Running,2024-02-23,2
580,Kairos,2011-06-24,17
581,Tribalistas,2002-01-01,13
582,Imunidade Musical,2005-01-01,22
583,Deep Cut,2024-07-12,1
584,Told You,2024-02-02,1
585,Stick-Up,2021-11-19,1
586,Nothing Ever Changes,2024-04-05,2
587,"Mr Bongo Record Club, Vol. 1",2016-09-16,14
588,442,2024-02-27,12
589,Hebron Gate,2003-01-21,9
590,Natiruts Acústico no Rio de Janeiro (Ao Vivo),2012-09-18,20
591,O Piano de João Donato,2007-03-08,14
592,Vida aos Sepulcros,2020-12-10,1
593,Wayward Son Extended & Radio,2018-06-04,2
594,Lugar Secreto (Español),2020-05-18,1
595,Beautiful Life,2023-05-23,1
596,Tina,2023-03-10,1
597,Música Popular Caiçara: Edição Luxo (Ao Vivo),,29
598,Amor! Fabulous Guitar Of Luiz Bonfa,2006-08-22,15
599,Camisa 10 joga bola até na chuva,2009-09-16,13
600,Deixa,2023-03-21,1
601,Neurose 2.0,2023-06-23,1
602,Tunes That Stick Vol 6,2023-04-14,29
603,Close To Me,2022-06-10,2
604,Come Together,2019-05-24,1
605,My Body (feat. Y&M),2024-03-01,1
606,Deserto (Ao Vivo),2022-08-24,5
607,Lost (Remix),2023-02-21,1
608,Brazil,2013-10-29,10
609,Ovelhinha (Ao Vivo),2024-06-06,4
610,Cuido dos Detalhes,2022-03-11,2
611,Could You Be Loved,2024-07-19,1
612,Vida Cara (Deluxe),2023-10-06,10
613,Coastline (feat. Hollow Coves),2017-10-13,1
614,Dreamer,2004-04-03,11
615,Eu Me Atrevi a Te Chamar de Abba,,16
616,Raçaman,2009-07-01,12
617,Nothing Ever Changes (Camelphat Remix),2024-04-26,2
618,Céu,2018-02-07,5
619,A Casa É Sua,2019-03-11,7
620,Transpiração Contínua Prolongada - Edição Comemorativa,2017-10-27,31
621,Radiola,2004-10-01,12
622,Loco Papi,2019-06-14,1
623,Nemozian Rasta,2002-03-10,16
624,Lulu Acústico,2000-12-02,23
625,Ridin' Dirrty,2018-05-30,1
626,Pode Morar Aqui,2019-06-11,1
627,Los Sebosos Postizos Interpretam Jorge Ben Jor,,14
628,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",2002-10-07,21
629,Leandro Borges ao Vivo: Parte 2,2019-03-01,10
630,Uma Nova História (ao Vivo),2009-01-01,12
631,An Idea,2022-10-22,17
632,This Feeling (Yotto Remix),2022-08-24,1
633,Vem Me Buscar (Ao Vivo),2021-11-26,1
634,<atrás/além>,2019-04-23,12
635,Another Day in Paradise,2020-09-25,1
636,Cracks,2010-08-25,6
637,Push The Button,2005-01-01,11
638,Invaders Must Die,2009-02-23,11
639,Tweekend,,12
640,Voodoo People / Out of Space,2005-10-03,3
641,Born In The Echoes,2015-07-10,11
642,Into the Sun,2015-06-30,16
643,Reflective (Part 4),2019-04-05,6
644,Hey Boy Hey Girl (ARTBAT Remix),2024-05-24,1
645,Brotherhood,2008-01-01,15
646,The Fate of the Furious: The Album,2017-04-14,14
647,Legion of Boom,,12
648,No Reason (Chris Lake Remix),2024-01-12,4
649,Timestretch,2010-03-30,7
650,Nice & Easy (Remixes),2024-06-28,2
651,Sensei,2016-12-16,7
652,"Always Outnumbered, Never Outgunned",2004-08-23,12
653,Noise vs Beauty,2014-06-24,15
654,We Are The Night,2007-06-27,14
655,Superconductor EP,2019-12-01,5
656,A Strange World,2024-05-31,2
657,Unlimited,2016-06-17,15
658,The Day Is My Enemy (Expanded Edition),2015-03-30,35
659,Reflective (Part 4 Preview),2019-03-29,1
660,The Matrix Reloaded: The Album,2009-08-25,19
661,No Geography,2019-04-12,10
662,Vava Voom,2012-04-10,10
663,The Day Is My Enemy,2015-03-30,14
664,Come With Us,2002-01-01,10
665,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),2006-06-20,12
666,Reflective (Part 2),2017-12-01,6
