album_id,album_name,release_date,total_tracks
295,Not Allowed,2022-11-19,1
296,"Covers, Vol. 2",2016-11-04,10
297,Idea 15,2023-08-18,1
298,Once Upon a Time,2022-02-01,1
299,Backroom,2022-06-29,4
300,Heiress,2017-11-10,11
301,as the light fades,2023-05-28,1
302,a way out,2023-05-26,1
303,"Cannot Be, Whatsoever",2020-11-06,10
304,Heaven Is Where You Are,2018-04-06,1
305,Neon Moon,2018-12-17,1
306,Atlas: I,2014-07-08,30
307,Motion Picture Soundtrack,2023-12-12,1
308,Fine line (Instrumental),2022-10-14,1
309,The Theory of Everything (Original Motion Picture Soundtrack),2014-11-04,27
310,Haven (from Life Is Strange),2021-03-18,1
311,The Blue Notebooks (15 Years),2018-05-11,18
312,City Lights,2020-09-06,1
313,Atlas: II,2019-11-01,25
314,"Woodgate, NY",2014-03-31,4
315,Una Mattina,2004-01-01,13
316,Through The Blue (Piano Version),2023-03-29,1
317,Invisible Forces,2022-04-22,11
318,Longing,2024-05-17,1
319,KICK BACK,2022-10-12,1
320,ROMANCE : UNTOLD,2024-07-12,9
321,DARK BLOOD,2023-05-22,6
322,DARK MOON SPECIAL ALBUM <MEMORABILIA>,2024-05-13,6
323,Kaikai Kitan / Ao No Waltz,2020-12-23,7
324,BORDER : CARNIVAL,2021-04-26,6
325,ラビットホール,2023-05-20,2
326,LEO-NiNE,2020-10-14,13
327,She Bad,2022-01-22,1
328,DIMENSION : ANSWER,2022-01-10,11
329,EMPTY DREAMS,2021-12-01,1
330,BORDER : DAY ONE,2020-11-30,6
331,FREEDOM PIANO STORIES 4,2005-01-26,9
332,TIME,2015-01-21,12
333,Howl's Moving Castle Soundtrack,2004-11-19,26
334,In the Wind,2015-02-20,9
335,FIXION,2016-01-05,10
336,CRIMINAL LOVE,2023-07-31,1
337,XO (Only If You Say Yes) (Remixes),2024-07-16,6
338,MANIFESTO : DAY 1,2022-07-04,6
339,絆ノ奇跡,2023-04-10,1
340,LANDSPACE,2013-10-30,12
341,残響散歌,2021-12-06,1
342,Let’s Ride,2022-06-11,1
343,SIU,2019-11-25,11
344,BOOTLEG,2017-11-01,14
345,ORANGE BLOOD,2023-11-17,7
346,Chou Ikimonobakari Tennen Kinen Members Best Selection,,60
347,LEveL,2024-01-24,5
348,Spirited Away Soundtrack,2001-07-18,21
349,Night Drive,2022-02-25,1
350,DEVILMAN crybaby (Original Soundtrack),2018-01-10,48
351,インフェルノ,2019-07-18,1
352,Bunka,2017-12-20,10
353,Shingeki no Kiseki,2017-05-17,11
354,DIMENSION : DILEMMA,2021-10-12,8
355,Attitude,2019-10-01,17
356,I NEED U - Spotify Singles,2024-02-16,1
357,BEST HIT AKG,2012-01-18,17
358,Coin locker Baby,2016-03-02,15
359,wizard,2018-11-21,12
360,LA ESPADA,2020-02-08,1
361,Death Lotto,2022-07-11,2
362,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,2016-07-13,35
363,NEON GENESIS EVANGELION (Original Series Soundtrack),2019-06-21,22
364,You Got Jokes,2022-03-12,1
365,Mixed Nuts,2022-04-15,1
366,aishiteitanoni,2023-08-02,1
367,檸檬,2016-11-09,13
368,LEveL,2024-01-07,1
369,Iroirotoiro,2018-02-21,13
370,FightSong,2022-12-28,1
371,Black Catcher,2020-01-08,1
372,Q.E.D,2020-11-18,11
373,to god knows where,2023-03-02,3
374,COLORS,2003-01-29,4
375,Bokurano,2023-01-08,1
376,FLOW THE BEST 〜Single Collection〜,,14
377,What Makes You Beautiful [THE SEASONS: Red Carpet with Lee Hyo Ri],2024-02-23,2
378,Number One - Bankai,2022-12-14,1
379,MICROCOSM,2010-06-16,15
380,PURE,2019-12-11,12
381,JoJo Pose,2020-01-11,1
382,"TV Anime ""Attack on Titan"" Original Soundtrack",,16
383,I'm Toxic,2021-11-13,1
384,運命,2024-04-04,1
385,Ghost Of Me,2023-05-11,2
386,To the Hellfire,2021-06-11,1
387,How To Survive A Funeral,2020-06-19,10
388,Pain Remains,2022-10-14,10
389,...And I Return To Nothingness - EP,2021-08-13,3
390,Doomswitch,2022-10-14,1
391,Epitaph,2024-04-08,3
392,Dystopia,2008-04-19,8
393,Dehumanizing Loneliness,2023-10-13,11
394,Hollowed Heart,2019-06-07,1
395,Dissentient,2015-02-25,10
396,Angelmaker,2019-05-31,14
397,Nymphetamine Special Edition,2004-09-20,20
398,Contraband,2021-06-25,1
399,Puritanical Euphoric Misanthropia,2001-03-12,12
400,Immortal,2020-01-31,10
401,Neverbloom (Remaster),2012-05-25,10
402,King,2016-02-05,22
403,Through the Branches to Eternity,2018-12-06,2
404,Sanctum,2022-03-11,14
405,Pale Swordsman,2021-04-10,10
406,Human = Garbage,2014-10-14,12
407,Sunbather,2013-05-28,7
408,Evangelion,2009-08-07,9
409,Bone Kingdom,2012-02-14,5
410,Les Chants de l'Aurore,2024-06-21,7
411,Suffer Forever,2023-11-10,1
412,The Satanist,2014-02-04,9
413,GRAVESIDE CONFESSIONS,2021-09-03,15
414,Nightmares Made Flesh,2005-07-13,14
415,Reinkaos,2006-04-30,11
416,Spiritual Instinct,2019-10-25,6
417,Agent Orange,2010-02-26,15
418,Dead Wrong,2024-06-27,1
419,Old Souls & Lord Of Woe,2016-08-19,17
420,Demigod,2004-10-11,10
421,Pain Remains I: Dancing Like Flames,2022-09-14,1
422,Dead In My Arms,2007-09-04,11
423,Sun//Eater,2022-05-13,1
424,Lovecraft & Witch Hearts,2002-09-26,24
425,In the Minds of Evil,2013-11-26,11
426,Only Self,2018-08-24,10
427,Bloodclock,2024-06-14,2
428,Abrahadabra,2010-09-24,12
429,Midian,2000-06-01,11
430,Death Cult Armageddon,2003-09-28,11
431,Pulver,,12
432,Coagulating Darkness,2017-01-01,8
433,Erotik,2009-01-19,12
434,Worlds Apart,2017-07-28,10
435,...So Unknown,2023-04-14,10
436,"Now, Diabolical",2006-01-01,8
437,Hated By Life Itself,2022-11-27,6
438,Born Hanged / Falsifier (Redux),2014-09-02,14
439,Bury Me in Blasphemy,2018-12-07,4
440,Goodbye Love... Hello Heartache...,2011-08-25,7
441,Regress,2010-02-05,8
442,Epilogue,2021-04-16,19
443,Jesus Piece - EP,2015-09-15,5
444,Cutting the Throat of God,2024-06-14,7
445,M-16 (20th Anniversary Edition),2001-10-22,13
446,Such Jubilee,2015-05-05,10
447,The SteelDrivers,2008-01-15,11
448,O.C.M.S.,2004-01-17,11
449,Reckless,2010-01-01,12
450,Billy Strings - EP,2016-06-10,6
451,Bad For You,2020-02-07,11
452,Blindfaller,2016-09-30,10
453,Songs from a Ghost Town,2004-10-05,9
454,I And Love And You,2009-01-01,13
455,Blue Sky and the Devil,2005-04-20,13
456,Renewal,2021-09-24,16
457,This Side of Jordan,2013-08-20,11
458,New Freedom Blues,2018-10-18,11
459,Traveler,2012-06-26,11
460,Heroes & Heretics,2008-10-16,13
461,California Sober (feat. Willie Nelson),2023-04-28,1
462,Home,2019-09-27,14
463,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",2000-12-05,19
464,Edges Run,2018-04-06,12
465,Ways Not To Lose,2006-01-01,12
466,True Sadness,2016-06-24,12
467,The Second Gleam,2008-07-22,8
468,Love Song From A Dog (feat. Gregory Alan Isakov),2024-06-04,1
469,Loretta,2020-04-17,1
470,A Hundred Miles Or More: A Collection,2007-01-01,16
471,Turmoil & Tinfoil,2017-09-22,12
472,Wildflowers,2018-07-13,1
473,All Access: Volume One,2010-02-09,26
474,The Carpenter,2012-01-01,12
475,Big Iron World,2006-08-29,12
476,Loaded,2008-01-01,12
477,Where Is My Mind?,2011-10-07,1
478,Billy Strings Live Vol. 1,2024-07-12,10
479,Palomino,2010-04-13,12
480,Life Is Good on the Open Road,2018-05-04,12
481,Harvest Moon,2022-10-28,1
482,Dark Holler Pop,2013-10-26,11
483,Fifteen,2017-10-27,9
484,Stars and Satellites,2012-04-10,11
485,The Muse,,11
486,"Shouted, Written Down & Quoted",2016-09-23,11
487,Yonder Mountain String Band,2006-01-01,12
488,Bluegrass Then & Now,2008-05-20,40
489,The Avett Brothers,2024-05-17,9
490,Haste Make / Hard Hearted Stranger,2011-11-08,18
491,Tennessee Pusher,2008-09-23,13
492,Me / And / Dad,2022-11-18,14
493,Untying the Not,2003-09-23,13
494,Tell Me I'm Pretty,2015-12-18,10
495,From The Fires,2017-11-10,8
496,White Blood Cells,2001-07-03,16
497,Drunk (And I Don't Wanna Go Home),2021-02-26,1
498,Good Thing,2018-05-04,10
499,Coming Home (Deluxe),2015-06-23,15
500,Brothers And Sisters (Super Deluxe),2013-06-25,33
501,Play with Fire (feat. Yacht Money),2017-07-07,1
502,Love Stuff,2015-02-13,12
503,Neon Pill,2024-05-17,12
504,Babel,2017-08-25,7
505,I See Red,2018-10-31,1
506,Boys & Girls (Deluxe Edition),2022-12-09,23
507,Lunatic,2014-01-27,12
508,The Battle at Garden’s Gate,2021-04-16,12
509,Nathaniel Rateliff & The Night Sweats,2015-08-21,11
510,Wolfmother,2006-01-01,13
511,True Genius,2021-09-10,90
512,Dropout Boogie,2022-05-13,10
513,Turn Blue,2014-05-09,11
514,Come Get Your Wife,2023-01-27,13
515,Icky Thump,2007-06-15,13
516,"""Let's Rock""",2019-06-28,12
517,The House That Dirt Built,2009-10-05,10
518,Broken Boy Soldiers,2006-05-15,10
519,Tearing At The Seams,2018-03-09,12
520,Middle Finger,2015-12-14,1
521,Dock of the Bay Sessions,2018-05-18,12
522,206: Act II,2018-11-23,8
523,Get Behind Me Satan,2005-06-07,13
524,Thank You Happy Birthday,2011-01-10,14
525,Always Alright,2013-12-12,1
526,Shaman,2002-09-30,16
527,Waiting on a Song,2017-06-02,10
528,Beyond (feat. Luke Combs) [Live],2018-09-21,1
529,Heart & Soul: A Retrospective,2011-10-18,71
530,Heaven on Hold,2017-10-20,7
531,Social Cues,2019-04-19,13
532,Royal Blood,2014-08-18,10
533,Anthem Of The Peaceful Army,2018-10-19,11
534,Orange Blossoms,2008-08-26,12
535,El Dorado,2020-01-17,12
536,"Love, Ella",2007-05-03,14
537,Soul,2021-06-04,4
538,Come Together,2017-09-08,1
539,The Big Come Up,2002-05-14,13
540,Seven Nation Army (The Glitch Mob Remix),2021-04-23,1
541,Light It Up,2008-01-01,10
542,You've Created a Monster,2021-10-29,1
543,Machines,2017-10-20,9
544,Sound & Color (Deluxe Edition),,19
545,Revelator,2011-06-03,12
546,The Mystic,2016-11-04,1
547,Magic Potion,2006-09-12,11
548,Modern Alchemy,2018-06-08,13
549,Goodbye Carolina,2019-04-11,1
550,Sound & Color,2015-04-21,12
551,Dig! Rock Classics,2021-03-12,43
552,Little Girl Blue (2013 - Remaster),2013-08-27,10
553,Move Your Body,2021-10-29,1
554,Weak,2024-01-19,2
555,You Give Me A Feeling,2021-11-12,1
556,Doses & Mimosas (Vintage Culture & Zerky Remix) [Radio Edit],2021-03-12,1
557,O Seguinte é Esse,2005-01-01,14
558,Oswald: Works for Piano,2015-10-02,24
559,Rio: Music From The Motion Picture,2011-01-01,13
560,Bongoloco,2023-01-20,4
561,Left & Right,2022-10-14,1
562,Move Your Body (RAIZHELL Remix),2022-08-05,1
563,Promised Land,2024-05-24,16
564,Weak (Andrea Oliva Remix),2024-07-10,2
565,Corpo e Canção (Club Mix),2024-03-15,1
566,Sicko Drop,2021-03-12,2
567,Infinity (Dubdogz & Bhaskar Edit),2020-01-31,1
568,Nightjar (feat. SHELLS),2022-01-28,2
569,Be Someone (feat. Ray X Ben),2022-02-18,1
570,This Feeling,2022-04-22,1
571,Everybody Wants To Party,2021-02-26,1
572,Welcome To COPACABANA - The Brazilian Melting Pop,2014-01-01,14
573,I Will Find,2018-09-28,1
574,Inédito,2007-06-20,24
575,Bossa Nova For Beginners,2019-01-18,26
576,Composer Of Black Orpheus Plays And Sings Bossa Nova,2008-01-01,13
577,Azymuth (Deluxe Edition),,21
578,Solo in Rio 1959,2005-02-22,31
579,"Demos (1973-1975), Vol. 1 & 2",2019-05-31,16
580,Move Your Body (Tiësto Edit),2022-04-08,3
581,Intro (Rework) [Remix],2019-12-13,1
582,Find A Way,2024-05-10,4
583,Bênçãos Que Não Têm Fim (Counting My Blessings),2023-11-09,1
584,Kairos,2011-06-24,17
585,Tribalistas,2002-01-01,13
586,Nothing Ever Changes,2024-04-05,2
587,Stick-Up,2021-11-19,1
588,"Mr Bongo Record Club, Vol. 1",2016-09-16,14
589,Imunidade Musical,2005-01-01,22
590,442,2024-02-27,12
591,Told You,2024-02-02,1
592,Deep Cut,2024-07-12,1
593,Hebron Gate,2003-01-21,9
594,Vida aos Sepulcros,2020-12-10,1
595,Natiruts Acústico no Rio de Janeiro (Ao Vivo),2012-09-18,20
596,O Piano de João Donato,2007-03-08,14
597,Lugar Secreto (Español),2020-05-18,1
598,Wayward Son Extended & Radio,2018-06-04,2
599,Beautiful Life,2023-05-23,1
600,Tina,2023-03-10,1
601,Amor! Fabulous Guitar Of Luiz Bonfa,2006-08-22,15
602,Música Popular Caiçara: Edição Luxo (Ao Vivo),,29
603,Camisa 10 joga bola até na chuva,2009-09-16,13
604,Close To Me,2022-06-10,2
605,Deixa,2023-03-21,1
606,Lost (Remix),2023-02-21,1
607,Neurose 2.0,2023-06-23,1
608,Tunes That Stick Vol 6,2023-04-14,29
609,Another You,2024-07-03,1
610,Come Together,2019-05-24,1
611,Deserto (Ao Vivo),2022-08-24,5
612,Brazil,2013-10-29,10
613,My Body (feat. Y&M),2024-03-01,1
614,Vida Cara (Deluxe),2023-10-06,10
615,Nothing Ever Changes (Camelphat Remix),2024-04-26,2
616,Lindo Momento,2024-01-23,1
617,Ovelhinha (Ao Vivo),2024-06-06,4
618,Cuido dos Detalhes,2022-03-11,2
619,Coastline (feat. Hollow Coves),2017-10-13,1
620,Dreamer,2004-04-03,11
621,Nemozian Rasta,2002-03-10,16
622,Eu Me Atrevi a Te Chamar de Abba,,16
623,Raçaman,2009-07-01,12
624,Céu,2018-02-07,5
625,A Casa É Sua,2019-03-11,7
626,Radiola,2004-10-01,12
627,Loco Papi,2019-06-14,1
628,Transpiração Contínua Prolongada - Edição Comemorativa,2017-10-27,31
629,Lulu Acústico,2000-12-02,23
630,Ridin' Dirrty,2018-05-30,1
631,Pode Morar Aqui,2019-06-11,1
632,This Feeling (Yotto Remix),2022-08-24,1
633,Uma Nova História (ao Vivo),2009-01-01,12
634,Leandro Borges ao Vivo: Parte 2,2019-03-01,10
635,Vem Me Buscar (Ao Vivo),2021-11-26,1
636,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",2002-10-07,21
637,Los Sebosos Postizos Interpretam Jorge Ben Jor,,14
638,Be There,2024-06-14,1
639,Ridin' Dirty,2024-02-16,2
640,<atrás/além>,2019-04-23,12
641,Estandarte,,12
642,Me Atraiu (Ao Vivo),2023-02-01,1
643,Cracks,2010-08-25,6
644,Push The Button,2005-01-01,11
645,Invaders Must Die,2009-02-23,11
646,Tweekend,,12
647,Voodoo People / Out of Space,2005-10-03,3
648,Born In The Echoes,2015-07-10,11
649,Into the Sun,2015-06-30,16
650,Hey Boy Hey Girl (ARTBAT Remix),2024-05-24,1
651,Reflective (Part 4),2019-04-05,6
652,Brotherhood,2008-01-01,15
653,The Fate of the Furious: The Album,2017-04-14,14
654,Legion of Boom,,12
655,Nice & Easy (Remixes),2024-06-28,2
656,No Reason (Chris Lake Remix),2024-01-12,4
657,Timestretch,2010-03-30,7
658,Sensei,2016-12-16,7
659,"Always Outnumbered, Never Outgunned",2004-08-23,12
660,A Strange World,2024-05-31,2
661,Noise vs Beauty,2014-06-24,15
662,We Are The Night,2007-06-27,14
663,Superconductor EP,2019-12-01,5
664,Unlimited,2016-06-17,15
665,The Day Is My Enemy (Expanded Edition),2015-03-30,35
666,Reflective (Part 4 Preview),2019-03-29,1
667,The Matrix Reloaded: The Album,2009-08-25,19
668,No Geography,2019-04-12,10
669,Vava Voom,2012-04-10,10
